date,hospital_name,department,admissions
2024-09-26,Hospital C,CSURG,56
2024-09-27,Hospital C,CSURG,52
2024-09-28,Hospital C,CSURG,47
2024-09-29,Hospital C,CSURG,46
2024-09-30,Hospital C,CSURG,38
2024-10-01,Hospital C,CSURG,64
2024-10-02,Hospital C,CSURG,64
2024-10-03,Hospital C,CSURG,66
2024-10-04,Hospital C,CSURG,46
2024-10-05,Hospital C,CSURG,36
2024-10-06,Hospital C,CSURG,44
2024-10-07,Hospital C,CSURG,54
2024-10-08,Hospital C,CSURG,55
2024-10-09,Hospital C,CSURG,67
2024-10-10,Hospital C,CSURG,51
2024-10-11,Hospital C,CSURG,48
2024-10-12,Hospital C,CSURG,43
2024-10-13,Hospital C,CSURG,58
2024-10-14,Hospital C,CSURG,47
2024-10-15,Hospital C,CSURG,61
2024-10-16,Hospital C,CSURG,52
2024-10-17,Hospital C,CSURG,57
2024-10-18,Hospital C,CSURG,44
2024-10-19,Hospital C,CSURG,49
2024-10-20,Hospital C,CSURG,50
2024-10-21,Hospital C,CSURG,53
2024-10-22,Hospital C,CSURG,50
2024-10-23,Hospital C,CSURG,59
2024-10-24,Hospital C,CSURG,54
2024-10-25,Hospital C,CSURG,53
2024-10-26,Hospital C,CSURG,40
2024-10-27,Hospital C,CSURG,51
2024-10-28,Hospital C,CSURG,57
2024-10-29,Hospital C,CSURG,50
2024-10-30,Hospital C,CSURG,58
2024-10-31,Hospital C,CSURG,55
2024-11-01,Hospital C,CSURG,54
2024-11-02,Hospital C,CSURG,41
2024-11-03,Hospital C,CSURG,47
2024-11-04,Hospital C,CSURG,58
2024-11-05,Hospital C,CSURG,60
2024-11-06,Hospital C,CSURG,49
2024-11-07,Hospital C,CSURG,53
2024-11-08,Hospital C,CSURG,54
2024-11-09,Hospital C,CSURG,48
2024-11-10,Hospital C,CSURG,36
2024-11-11,Hospital C,CSURG,54
2024-11-12,Hospital C,CSURG,65
2024-11-13,Hospital C,CSURG,64
2024-11-14,Hospital C,CSURG,60
2024-11-15,Hospital C,CSURG,60
2024-11-16,Hospital C,CSURG,45
2024-11-17,Hospital C,CSURG,48
2024-11-18,Hospital C,CSURG,48
2024-11-19,Hospital C,CSURG,56
2024-11-20,Hospital C,CSURG,59
2024-11-21,Hospital C,CSURG,62
2024-11-22,Hospital C,CSURG,46
2024-11-23,Hospital C,CSURG,51
2024-11-24,Hospital C,CSURG,42
2024-11-25,Hospital C,CSURG,57
2024-11-26,Hospital C,CSURG,64
2024-11-27,Hospital C,CSURG,64
2024-11-28,Hospital C,CSURG,63
2024-11-29,Hospital C,CSURG,47
2024-11-30,Hospital C,CSURG,44
2024-12-01,Hospital C,CSURG,43
2024-12-02,Hospital C,CSURG,54
2024-12-03,Hospital C,CSURG,60
2024-12-04,Hospital C,CSURG,68
2024-12-05,Hospital C,CSURG,61
2024-12-06,Hospital C,CSURG,55
2024-12-07,Hospital C,CSURG,46
2024-12-08,Hospital C,CSURG,50
2024-12-09,Hospital C,CSURG,65
2024-12-10,Hospital C,CSURG,53
2024-12-11,Hospital C,CSURG,52
2024-12-12,Hospital C,CSURG,63
2024-12-13,Hospital C,CSURG,47
2024-12-14,Hospital C,CSURG,41
2024-12-15,Hospital C,CSURG,52
2024-12-16,Hospital C,CSURG,50
2024-12-17,Hospital C,CSURG,72
2024-12-18,Hospital C,CSURG,65
2024-12-19,Hospital C,CSURG,58
2024-12-20,Hospital C,CSURG,48
2024-12-21,Hospital C,CSURG,49
2024-12-22,Hospital C,CSURG,42
2024-12-23,Hospital C,CSURG,42
2024-12-24,Hospital C,CSURG,53
2024-12-25,Hospital C,CSURG,72
2024-12-26,Hospital C,CSURG,55
2024-12-27,Hospital C,CSURG,45
2024-12-28,Hospital C,CSURG,48
2024-12-29,Hospital C,CSURG,62
2024-12-30,Hospital C,CSURG,63
2024-12-31,Hospital C,CSURG,59
2025-01-01,Hospital C,CSURG,60
2025-01-02,Hospital C,CSURG,56
2025-01-03,Hospital C,CSURG,49
2025-01-04,Hospital C,CSURG,52
2025-01-05,Hospital C,CSURG,49
2025-01-06,Hospital C,CSURG,51
2025-01-07,Hospital C,CSURG,56
2025-01-08,Hospital C,CSURG,82
2025-01-09,Hospital C,CSURG,66
2025-01-10,Hospital C,CSURG,50
2025-01-11,Hospital C,CSURG,56
2025-01-12,Hospital C,CSURG,45
2025-01-13,Hospital C,CSURG,58
2025-01-14,Hospital C,CSURG,64
2025-01-15,Hospital C,CSURG,68
2025-01-16,Hospital C,CSURG,57
2025-01-17,Hospital C,CSURG,56
2025-01-18,Hospital C,CSURG,41
2025-01-19,Hospital C,CSURG,50
2025-01-20,Hospital C,CSURG,67
2025-01-21,Hospital C,CSURG,73
2025-01-22,Hospital C,CSURG,63
2025-01-23,Hospital C,CSURG,53
2025-01-24,Hospital C,CSURG,43
2025-01-25,Hospital C,CSURG,54
2025-01-26,Hospital C,CSURG,54
2025-01-27,Hospital C,CSURG,62
2025-01-28,Hospital C,CSURG,78
2025-01-29,Hospital C,CSURG,70
2025-01-30,Hospital C,CSURG,65
2025-01-31,Hospital C,CSURG,48
2025-02-01,Hospital C,CSURG,60
2025-02-02,Hospital C,CSURG,52
2025-02-03,Hospital C,CSURG,55
2025-02-04,Hospital C,CSURG,69
2025-02-05,Hospital C,CSURG,83
2025-02-06,Hospital C,CSURG,78
2025-02-07,Hospital C,CSURG,51
2025-02-08,Hospital C,CSURG,58
2025-02-09,Hospital C,CSURG,55
2025-02-10,Hospital C,CSURG,67
2025-02-11,Hospital C,CSURG,70
2025-02-12,Hospital C,CSURG,74
2025-02-13,Hospital C,CSURG,74
2025-02-14,Hospital C,CSURG,47
2025-02-15,Hospital C,CSURG,54
2025-02-16,Hospital C,CSURG,48
2025-02-17,Hospital C,CSURG,58
2025-02-18,Hospital C,CSURG,69
2025-02-19,Hospital C,CSURG,63
2025-02-20,Hospital C,CSURG,62
2025-02-21,Hospital C,CSURG,49
2025-02-22,Hospital C,CSURG,49
2025-02-23,Hospital C,CSURG,57
2025-02-24,Hospital C,CSURG,67
2025-02-25,Hospital C,CSURG,64
2025-02-26,Hospital C,CSURG,81
2025-02-27,Hospital C,CSURG,70
2025-02-28,Hospital C,CSURG,66
2025-03-01,Hospital C,CSURG,43
2025-03-02,Hospital C,CSURG,56
2025-03-03,Hospital C,CSURG,66
2025-03-04,Hospital C,CSURG,58
2025-03-05,Hospital C,CSURG,89
2025-03-06,Hospital C,CSURG,62
2025-03-07,Hospital C,CSURG,61
2025-03-08,Hospital C,CSURG,58
2025-03-09,Hospital C,CSURG,56
2025-03-10,Hospital C,CSURG,71
2025-03-11,Hospital C,CSURG,84
2025-03-12,Hospital C,CSURG,64
2025-03-13,Hospital C,CSURG,67
2025-03-14,Hospital C,CSURG,64
2025-03-15,Hospital C,CSURG,45
2025-03-16,Hospital C,CSURG,61
2025-03-17,Hospital C,CSURG,73
2025-03-18,Hospital C,CSURG,79
2025-03-19,Hospital C,CSURG,75
2025-03-20,Hospital C,CSURG,77
2025-03-21,Hospital C,CSURG,61
2025-03-22,Hospital C,CSURG,46
2025-03-23,Hospital C,CSURG,52
2025-03-24,Hospital C,CSURG,61
2025-03-25,Hospital C,CSURG,70
2025-03-26,Hospital C,CSURG,71
2025-03-27,Hospital C,CSURG,65
2025-03-28,Hospital C,CSURG,60
2025-03-29,Hospital C,CSURG,62
2025-03-30,Hospital C,CSURG,57
2025-03-31,Hospital C,CSURG,67
2025-04-01,Hospital C,CSURG,55
2025-04-02,Hospital C,CSURG,73
2025-04-03,Hospital C,CSURG,74
2025-04-04,Hospital C,CSURG,66
2025-04-05,Hospital C,CSURG,60
2025-04-06,Hospital C,CSURG,57
2025-04-07,Hospital C,CSURG,65
2025-04-08,Hospital C,CSURG,65
2025-04-09,Hospital C,CSURG,78
2025-04-10,Hospital C,CSURG,62
2025-04-11,Hospital C,CSURG,63
2025-04-12,Hospital C,CSURG,54
2025-04-13,Hospital C,CSURG,55
2025-04-14,Hospital C,CSURG,69
2025-04-15,Hospital C,CSURG,74
2025-04-16,Hospital C,CSURG,74
2025-04-17,Hospital C,CSURG,63
2025-04-18,Hospital C,CSURG,68
2025-04-19,Hospital C,CSURG,55
2025-04-20,Hospital C,CSURG,59
2025-04-21,Hospital C,CSURG,63
2025-04-22,Hospital C,CSURG,65
2025-04-23,Hospital C,CSURG,74
2025-04-24,Hospital C,CSURG,63
2025-04-25,Hospital C,CSURG,61
2025-04-26,Hospital C,CSURG,36
2025-04-27,Hospital C,CSURG,53
2025-04-28,Hospital C,CSURG,62
2025-04-29,Hospital C,CSURG,63
2025-04-30,Hospital C,CSURG,74
2025-05-01,Hospital C,CSURG,63
2025-05-02,Hospital C,CSURG,58
2025-05-03,Hospital C,CSURG,50
2025-05-04,Hospital C,CSURG,60
2025-05-05,Hospital C,CSURG,65
2025-05-06,Hospital C,CSURG,71
2025-05-07,Hospital C,CSURG,71
2025-05-08,Hospital C,CSURG,83
2025-05-09,Hospital C,CSURG,57
2025-05-10,Hospital C,CSURG,49
2025-05-11,Hospital C,CSURG,48
2025-05-12,Hospital C,CSURG,67
2025-05-13,Hospital C,CSURG,80
2025-05-14,Hospital C,CSURG,64
2025-05-15,Hospital C,CSURG,63
2025-05-16,Hospital C,CSURG,55
2025-05-17,Hospital C,CSURG,51
2025-05-18,Hospital C,CSURG,44
2025-05-19,Hospital C,CSURG,66
2025-05-20,Hospital C,CSURG,76
2025-05-21,Hospital C,CSURG,56
2025-05-22,Hospital C,CSURG,76
2025-05-23,Hospital C,CSURG,66
2025-05-24,Hospital C,CSURG,36
2025-05-25,Hospital C,CSURG,42
2025-05-26,Hospital C,CSURG,60
2025-05-27,Hospital C,CSURG,77
2025-05-28,Hospital C,CSURG,71
2025-05-29,Hospital C,CSURG,64
2025-05-30,Hospital C,CSURG,59
2025-05-31,Hospital C,CSURG,47
2025-06-01,Hospital C,CSURG,60
2025-06-02,Hospital C,CSURG,59
2025-06-03,Hospital C,CSURG,56
2025-06-04,Hospital C,CSURG,63
2025-06-05,Hospital C,CSURG,66
2025-06-06,Hospital C,CSURG,54
2025-06-07,Hospital C,CSURG,49
2025-06-08,Hospital C,CSURG,53
2025-06-09,Hospital C,CSURG,61
2025-06-10,Hospital C,CSURG,58
2025-06-11,Hospital C,CSURG,76
2025-06-12,Hospital C,CSURG,62
2025-06-13,Hospital C,CSURG,57
2025-06-14,Hospital C,CSURG,51
2025-06-15,Hospital C,CSURG,50
2025-06-16,Hospital C,CSURG,64
2025-06-17,Hospital C,CSURG,66
2025-06-18,Hospital C,CSURG,68
2025-06-19,Hospital C,CSURG,47
2025-06-20,Hospital C,CSURG,59
2025-06-21,Hospital C,CSURG,49
2025-06-22,Hospital C,CSURG,55
2025-06-23,Hospital C,CSURG,68
2025-06-24,Hospital C,CSURG,70
2025-06-25,Hospital C,CSURG,67
2025-06-26,Hospital C,CSURG,60
2025-06-27,Hospital C,CSURG,67
2025-06-28,Hospital C,CSURG,51
2025-06-29,Hospital C,CSURG,52
2025-06-30,Hospital C,CSURG,56
2025-07-01,Hospital C,CSURG,58
2025-07-02,Hospital C,CSURG,53
2025-07-03,Hospital C,CSURG,70
2025-07-04,Hospital C,CSURG,49
2025-07-05,Hospital C,CSURG,47
2025-07-06,Hospital C,CSURG,49
2025-07-07,Hospital C,CSURG,65
2025-07-08,Hospital C,CSURG,58
2025-07-09,Hospital C,CSURG,66
2025-07-10,Hospital C,CSURG,63
2025-07-11,Hospital C,CSURG,45
2025-07-12,Hospital C,CSURG,41
2025-07-13,Hospital C,CSURG,46
2025-07-14,Hospital C,CSURG,57
2025-07-15,Hospital C,CSURG,63
2025-07-16,Hospital C,CSURG,63
2025-07-17,Hospital C,CSURG,63
2025-07-18,Hospital C,CSURG,47
2025-07-19,Hospital C,CSURG,46
2025-07-20,Hospital C,CSURG,48
2025-07-21,Hospital C,CSURG,51
2025-07-22,Hospital C,CSURG,76
2025-07-23,Hospital C,CSURG,49
2025-07-24,Hospital C,CSURG,66
2025-07-25,Hospital C,CSURG,55
2025-07-26,Hospital C,CSURG,50
2025-07-27,Hospital C,CSURG,49
2025-07-28,Hospital C,CSURG,62
2025-07-29,Hospital C,CSURG,58
2025-07-30,Hospital C,CSURG,65
2025-07-31,Hospital C,CSURG,58
2025-08-01,Hospital C,CSURG,49
2025-08-02,Hospital C,CSURG,47
2025-08-03,Hospital C,CSURG,43
2025-08-04,Hospital C,CSURG,50
2025-08-05,Hospital C,CSURG,70
2025-08-06,Hospital C,CSURG,80
2025-08-07,Hospital C,CSURG,60
2025-08-08,Hospital C,CSURG,54
2025-08-09,Hospital C,CSURG,47
2025-08-10,Hospital C,CSURG,49
2025-08-11,Hospital C,CSURG,56
2025-08-12,Hospital C,CSURG,66
2025-08-13,Hospital C,CSURG,71
2025-08-14,Hospital C,CSURG,52
2025-08-15,Hospital C,CSURG,64
2025-08-16,Hospital C,CSURG,46
2025-08-17,Hospital C,CSURG,47
2025-08-18,Hospital C,CSURG,51
2025-08-19,Hospital C,CSURG,57
2025-08-20,Hospital C,CSURG,64
2025-08-21,Hospital C,CSURG,60
2025-08-22,Hospital C,CSURG,52
2025-08-23,Hospital C,CSURG,43
2025-08-24,Hospital C,CSURG,34
2025-08-25,Hospital C,CSURG,43
2025-08-26,Hospital C,CSURG,59
2025-08-27,Hospital C,CSURG,62
2025-08-28,Hospital C,CSURG,53
2025-08-29,Hospital C,CSURG,45
2025-08-30,Hospital C,CSURG,46
2025-08-31,Hospital C,CSURG,45
2025-09-01,Hospital C,CSURG,50
2025-09-02,Hospital C,CSURG,49
2025-09-03,Hospital C,CSURG,55
2025-09-04,Hospital C,CSURG,61
2025-09-05,Hospital C,CSURG,44
2025-09-06,Hospital C,CSURG,47
2025-09-07,Hospital C,CSURG,52
2025-09-08,Hospital C,CSURG,48
2025-09-09,Hospital C,CSURG,55
2025-09-10,Hospital C,CSURG,65
2025-09-11,Hospital C,CSURG,62
2025-09-12,Hospital C,CSURG,45
2025-09-13,Hospital C,CSURG,37
2025-09-14,Hospital C,CSURG,51
2025-09-15,Hospital C,CSURG,55
2025-09-16,Hospital C,CSURG,60
2025-09-17,Hospital C,CSURG,65
2025-09-18,Hospital C,CSURG,48
2025-09-19,Hospital C,CSURG,50
2025-09-20,Hospital C,CSURG,43
2025-09-21,Hospital C,CSURG,48
2025-09-22,Hospital C,CSURG,56
2025-09-23,Hospital C,CSURG,63
2025-09-24,Hospital C,CSURG,63
2025-09-25,Hospital C,CSURG,56
2025-09-26,Hospital C,CSURG,49
2025-09-27,Hospital C,CSURG,45
2025-09-28,Hospital C,CSURG,42
2025-09-29,Hospital C,CSURG,49
2025-09-30,Hospital C,CSURG,60
2025-10-01,Hospital C,CSURG,63
2025-10-02,Hospital C,CSURG,51
2025-10-03,Hospital C,CSURG,43
2025-10-04,Hospital C,CSURG,36
2025-10-05,Hospital C,CSURG,40
2025-10-06,Hospital C,CSURG,49
2025-10-07,Hospital C,CSURG,55
2025-10-08,Hospital C,CSURG,57
2025-10-09,Hospital C,CSURG,48
2025-10-10,Hospital C,CSURG,39
2025-10-11,Hospital C,CSURG,44
2025-10-12,Hospital C,CSURG,46
2025-10-13,Hospital C,CSURG,55
2025-10-14,Hospital C,CSURG,62
2025-10-15,Hospital C,CSURG,61
2025-10-16,Hospital C,CSURG,56
2025-10-17,Hospital C,CSURG,52
2025-10-18,Hospital C,CSURG,50
2025-10-19,Hospital C,CSURG,42
2025-10-20,Hospital C,CSURG,56
2025-10-21,Hospital C,CSURG,54
2025-10-22,Hospital C,CSURG,61
2025-10-23,Hospital C,CSURG,61
2025-10-24,Hospital C,CSURG,47
2025-10-25,Hospital C,CSURG,40
2025-10-26,Hospital C,CSURG,44
2025-10-27,Hospital C,CSURG,47
2025-10-28,Hospital C,CSURG,52
2025-10-29,Hospital C,CSURG,67
2025-10-30,Hospital C,CSURG,58
2025-10-31,Hospital C,CSURG,45
2025-11-01,Hospital C,CSURG,40
2025-11-02,Hospital C,CSURG,42
2025-11-03,Hospital C,CSURG,48
2025-11-04,Hospital C,CSURG,65
2025-11-05,Hospital C,CSURG,59
2025-11-06,Hospital C,CSURG,68
2025-11-07,Hospital C,CSURG,49
2025-11-08,Hospital C,CSURG,42
2025-11-09,Hospital C,CSURG,51
2025-11-10,Hospital C,CSURG,44
2025-11-11,Hospital C,CSURG,60
2025-11-12,Hospital C,CSURG,53
2025-11-13,Hospital C,CSURG,44
2025-11-14,Hospital C,CSURG,49
2025-11-15,Hospital C,CSURG,49
2025-11-16,Hospital C,CSURG,48
2025-11-17,Hospital C,CSURG,54
2025-11-18,Hospital C,CSURG,44
2025-11-19,Hospital C,CSURG,60
2025-11-20,Hospital C,CSURG,56
2025-11-21,Hospital C,CSURG,53
2025-11-22,Hospital C,CSURG,41
2025-11-23,Hospital C,CSURG,51
2025-11-24,Hospital C,CSURG,51
2025-11-25,Hospital C,CSURG,58
2025-11-26,Hospital C,CSURG,65
2025-11-27,Hospital C,CSURG,51
2025-11-28,Hospital C,CSURG,55
2025-11-29,Hospital C,CSURG,40
2025-11-30,Hospital C,CSURG,51
2025-12-01,Hospital C,CSURG,53
2025-12-02,Hospital C,CSURG,60
2025-12-03,Hospital C,CSURG,43
2025-12-04,Hospital C,CSURG,55
2025-12-05,Hospital C,CSURG,50
2025-12-06,Hospital C,CSURG,54
2025-12-07,Hospital C,CSURG,48
2025-12-08,Hospital C,CSURG,51
2025-12-09,Hospital C,CSURG,67
2025-12-10,Hospital C,CSURG,60
2025-12-11,Hospital C,CSURG,65
2025-12-12,Hospital C,CSURG,53
2025-12-13,Hospital C,CSURG,43
2025-12-14,Hospital C,CSURG,54
2025-12-15,Hospital C,CSURG,59
2025-12-16,Hospital C,CSURG,68
2025-12-17,Hospital C,CSURG,63
2025-12-18,Hospital C,CSURG,63
2025-12-19,Hospital C,CSURG,62
2025-12-20,Hospital C,CSURG,49
2025-12-21,Hospital C,CSURG,47
2025-12-22,Hospital C,CSURG,65
2025-12-23,Hospital C,CSURG,67
2025-12-24,Hospital C,CSURG,62
2025-12-25,Hospital C,CSURG,71
2025-12-26,Hospital C,CSURG,46
2025-12-27,Hospital C,CSURG,51
2025-12-28,Hospital C,CSURG,56
2025-12-29,Hospital C,CSURG,63
2025-12-30,Hospital C,CSURG,58
2025-12-31,Hospital C,CSURG,57
2021-01-01,Hospital C,NSURG,55
2021-01-02,Hospital C,NSURG,52
2021-01-03,Hospital C,NSURG,45
2021-01-04,Hospital C,NSURG,59
2021-01-05,Hospital C,NSURG,55
2021-01-06,Hospital C,NSURG,73
2021-01-07,Hospital C,NSURG,58
2021-01-08,Hospital C,NSURG,53
2021-01-09,Hospital C,NSURG,54
2021-01-10,Hospital C,NSURG,55
2021-01-11,Hospital C,NSURG,61
2021-01-12,Hospital C,NSURG,72
2021-01-13,Hospital C,NSURG,70
2021-01-14,Hospital C,NSURG,71
2021-01-15,Hospital C,NSURG,45
2021-01-16,Hospital C,NSURG,50
2021-01-17,Hospital C,NSURG,51
2021-01-18,Hospital C,NSURG,58
2021-01-19,Hospital C,NSURG,69
2021-01-20,Hospital C,NSURG,69
2021-01-21,Hospital C,NSURG,68
2021-01-22,Hospital C,NSURG,49
2021-01-23,Hospital C,NSURG,62
2021-01-24,Hospital C,NSURG,50
2021-01-25,Hospital C,NSURG,61
2021-01-26,Hospital C,NSURG,65
2021-01-27,Hospital C,NSURG,69
2021-01-28,Hospital C,NSURG,60
2021-01-29,Hospital C,NSURG,57
2021-01-30,Hospital C,NSURG,54
2021-01-31,Hospital C,NSURG,40
2021-02-01,Hospital C,NSURG,58
2021-02-02,Hospital C,NSURG,65
2021-02-03,Hospital C,NSURG,85
2021-02-04,Hospital C,NSURG,70
2021-02-05,Hospital C,NSURG,65
2021-02-06,Hospital C,NSURG,55
2021-02-07,Hospital C,NSURG,54
2021-02-08,Hospital C,NSURG,63
2021-02-09,Hospital C,NSURG,76
2021-02-10,Hospital C,NSURG,82
2021-02-11,Hospital C,NSURG,67
2021-02-12,Hospital C,NSURG,53
2021-02-13,Hospital C,NSURG,57
2021-02-14,Hospital C,NSURG,49
2021-02-15,Hospital C,NSURG,64
2021-02-16,Hospital C,NSURG,73
2021-02-17,Hospital C,NSURG,70
2021-02-18,Hospital C,NSURG,59
2021-02-19,Hospital C,NSURG,55
2021-02-20,Hospital C,NSURG,51
2021-02-21,Hospital C,NSURG,49
2021-02-22,Hospital C,NSURG,59
2021-02-23,Hospital C,NSURG,59
2021-02-24,Hospital C,NSURG,75
2021-02-25,Hospital C,NSURG,68
2021-02-26,Hospital C,NSURG,59
2021-02-27,Hospital C,NSURG,51
2021-02-28,Hospital C,NSURG,53
2021-03-01,Hospital C,NSURG,57
2021-03-02,Hospital C,NSURG,73
2021-03-03,Hospital C,NSURG,62
2021-03-04,Hospital C,NSURG,67
2021-03-05,Hospital C,NSURG,54
2021-03-06,Hospital C,NSURG,63
2021-03-07,Hospital C,NSURG,58
2021-03-08,Hospital C,NSURG,62
2021-03-09,Hospital C,NSURG,62
2021-03-10,Hospital C,NSURG,62
2021-03-11,Hospital C,NSURG,70
2021-03-12,Hospital C,NSURG,69
2021-03-13,Hospital C,NSURG,56
2021-03-14,Hospital C,NSURG,56
2021-03-15,Hospital C,NSURG,64
2021-03-16,Hospital C,NSURG,71
2021-03-17,Hospital C,NSURG,73
2021-03-18,Hospital C,NSURG,62
2021-03-19,Hospital C,NSURG,53
2021-03-20,Hospital C,NSURG,54
2021-03-21,Hospital C,NSURG,64
2021-03-22,Hospital C,NSURG,68
2021-03-23,Hospital C,NSURG,61
2021-03-24,Hospital C,NSURG,70
2021-03-25,Hospital C,NSURG,72
2021-03-26,Hospital C,NSURG,68
2021-03-27,Hospital C,NSURG,63
2021-03-28,Hospital C,NSURG,54
2021-03-29,Hospital C,NSURG,68
2021-03-30,Hospital C,NSURG,72
2021-03-31,Hospital C,NSURG,71
2021-04-01,Hospital C,NSURG,67
2021-04-02,Hospital C,NSURG,59
2021-04-03,Hospital C,NSURG,60
2021-04-04,Hospital C,NSURG,48
2021-04-05,Hospital C,NSURG,66
2021-04-06,Hospital C,NSURG,81
2021-04-07,Hospital C,NSURG,82
2021-04-08,Hospital C,NSURG,71
2021-04-09,Hospital C,NSURG,54
2021-04-10,Hospital C,NSURG,58
2021-04-11,Hospital C,NSURG,63
2021-04-12,Hospital C,NSURG,60
2021-04-13,Hospital C,NSURG,73
2021-04-14,Hospital C,NSURG,70
2021-04-15,Hospital C,NSURG,63
2021-04-16,Hospital C,NSURG,57
2021-04-17,Hospital C,NSURG,54
2021-04-18,Hospital C,NSURG,50
2021-04-19,Hospital C,NSURG,56
2021-04-20,Hospital C,NSURG,64
2021-04-21,Hospital C,NSURG,74
2021-04-22,Hospital C,NSURG,57
2021-04-23,Hospital C,NSURG,45
2021-04-24,Hospital C,NSURG,61
2021-04-25,Hospital C,NSURG,49
2021-04-26,Hospital C,NSURG,61
2021-04-27,Hospital C,NSURG,76
2021-04-28,Hospital C,NSURG,61
2021-04-29,Hospital C,NSURG,57
2021-04-30,Hospital C,NSURG,54
2021-05-01,Hospital C,NSURG,58
2021-05-02,Hospital C,NSURG,55
2021-05-03,Hospital C,NSURG,62
2021-05-04,Hospital C,NSURG,67
2021-05-05,Hospital C,NSURG,75
2021-05-06,Hospital C,NSURG,75
2021-05-07,Hospital C,NSURG,75
2021-05-08,Hospital C,NSURG,52
2021-05-09,Hospital C,NSURG,63
2021-05-10,Hospital C,NSURG,68
2021-05-11,Hospital C,NSURG,71
2021-05-12,Hospital C,NSURG,55
2021-05-13,Hospital C,NSURG,63
2021-05-14,Hospital C,NSURG,55
2021-05-15,Hospital C,NSURG,54
2021-05-16,Hospital C,NSURG,53
2021-05-17,Hospital C,NSURG,58
2021-05-18,Hospital C,NSURG,82
2021-05-19,Hospital C,NSURG,79
2021-05-20,Hospital C,NSURG,52
2021-05-21,Hospital C,NSURG,55
2021-05-22,Hospital C,NSURG,55
2021-05-23,Hospital C,NSURG,61
2021-05-24,Hospital C,NSURG,58
2021-05-25,Hospital C,NSURG,66
2021-05-26,Hospital C,NSURG,70
2021-05-27,Hospital C,NSURG,69
2021-05-28,Hospital C,NSURG,48
2021-05-29,Hospital C,NSURG,41
2021-05-30,Hospital C,NSURG,60
2021-05-31,Hospital C,NSURG,54
2021-06-01,Hospital C,NSURG,81
2021-06-02,Hospital C,NSURG,63
2021-06-03,Hospital C,NSURG,63
2021-06-04,Hospital C,NSURG,58
2021-06-05,Hospital C,NSURG,40
2021-06-06,Hospital C,NSURG,68
2021-06-07,Hospital C,NSURG,57
2021-06-08,Hospital C,NSURG,61
2021-06-09,Hospital C,NSURG,60
2021-06-10,Hospital C,NSURG,65
2021-06-11,Hospital C,NSURG,57
2021-06-12,Hospital C,NSURG,45
2021-06-13,Hospital C,NSURG,45
2021-06-14,Hospital C,NSURG,65
2021-06-15,Hospital C,NSURG,61
2021-06-16,Hospital C,NSURG,56
2021-06-17,Hospital C,NSURG,61
2021-06-18,Hospital C,NSURG,52
2021-06-19,Hospital C,NSURG,60
2021-06-20,Hospital C,NSURG,49
2021-06-21,Hospital C,NSURG,56
2021-06-22,Hospital C,NSURG,66
2021-06-23,Hospital C,NSURG,63
2021-06-24,Hospital C,NSURG,64
2021-06-25,Hospital C,NSURG,48
2021-06-26,Hospital C,NSURG,48
2021-06-27,Hospital C,NSURG,53
2021-06-28,Hospital C,NSURG,64
2021-06-29,Hospital C,NSURG,60
2021-06-30,Hospital C,NSURG,62
2021-07-01,Hospital C,NSURG,70
2021-07-02,Hospital C,NSURG,50
2021-07-03,Hospital C,NSURG,48
2021-07-04,Hospital C,NSURG,59
2021-07-05,Hospital C,NSURG,57
2021-07-06,Hospital C,NSURG,62
2021-07-07,Hospital C,NSURG,64
2021-07-08,Hospital C,NSURG,56
2021-07-09,Hospital C,NSURG,55
2021-07-10,Hospital C,NSURG,43
2021-07-11,Hospital C,NSURG,53
2021-07-12,Hospital C,NSURG,56
2021-07-13,Hospital C,NSURG,64
2021-07-14,Hospital C,NSURG,75
2021-07-15,Hospital C,NSURG,51
2021-07-16,Hospital C,NSURG,52
2021-07-17,Hospital C,NSURG,50
2021-07-18,Hospital C,NSURG,46
2021-07-19,Hospital C,NSURG,61
2021-07-20,Hospital C,NSURG,58
2021-07-21,Hospital C,NSURG,65
2021-07-22,Hospital C,NSURG,58
2021-07-23,Hospital C,NSURG,52
2021-07-24,Hospital C,NSURG,47
2021-07-25,Hospital C,NSURG,48
2021-07-26,Hospital C,NSURG,52
2021-07-27,Hospital C,NSURG,57
2021-07-28,Hospital C,NSURG,65
2021-07-29,Hospital C,NSURG,58
2021-07-30,Hospital C,NSURG,47
2021-07-31,Hospital C,NSURG,48
2021-08-01,Hospital C,NSURG,46
2021-08-02,Hospital C,NSURG,63
2021-08-03,Hospital C,NSURG,76
2021-08-04,Hospital C,NSURG,71
2021-08-05,Hospital C,NSURG,65
2021-08-06,Hospital C,NSURG,54
2021-08-07,Hospital C,NSURG,45
2021-08-08,Hospital C,NSURG,38
2021-08-09,Hospital C,NSURG,48
2021-08-10,Hospital C,NSURG,56
2021-08-11,Hospital C,NSURG,69
2021-08-12,Hospital C,NSURG,58
2021-08-13,Hospital C,NSURG,46
2021-08-14,Hospital C,NSURG,37
2021-08-15,Hospital C,NSURG,58
2021-08-16,Hospital C,NSURG,56
2021-08-17,Hospital C,NSURG,65
2021-08-18,Hospital C,NSURG,57
2021-08-19,Hospital C,NSURG,56
2021-08-20,Hospital C,NSURG,48
2021-08-21,Hospital C,NSURG,45
2021-08-22,Hospital C,NSURG,55
2021-08-23,Hospital C,NSURG,46
2021-08-24,Hospital C,NSURG,58
2021-08-25,Hospital C,NSURG,62
